otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu2153	16	13	11	8	8	16	14	20	6	4
otu1791	4	0	9	18	10	12	18	7	0	8
otu2226	12	5	10	13	5	11	17	20	14	1
otu234	12	1	1	4	15	1	19	14	2	7
otu362	10	5	4	2	16	11	15	12	7	8
otu1044	16	6	17	4	20	16	15	16	9	15
otu393	3	17	17	10	11	19	3	17	19	0
otu2312	3	16	11	18	6	14	7	4	2	11
otu1459	0	5	8	16	1	13	6	8	0	14
otu318	12	2	12	16	14	5	20	15	17	15
otu2800	4	4	13	17	17	17	11	5	4	18
otu122	17	16	18	0	6	19	15	1	6	20
otu1636	6	15	13	11	20	4	12	14	13	19
otu2273	8	15	0	1	19	20	0	12	4	2
otu2117	14	10	14	5	5	3	3	12	13	18
otu2996	14	16	12	9	20	17	19	15	19	15
otu788	4	1	5	13	4	8	0	10	3	20
otu2200	11	14	13	18	16	19	12	5	3	13
otu2911	14	4	7	4	19	2	5	10	5	9
otu163	7	0	17	2	3	0	11	0	7	0
otu820	3	16	14	3	7	3	7	8	6	7
otu575	17	10	12	0	0	16	13	0	16	1
otu2667	5	1	14	10	10	15	1	5	9	20
otu1721	10	12	7	7	17	20	6	7	14	17
otu1214	18	9	3	10	20	14	0	15	11	20
otu2924	13	14	19	2	8	17	1	18	10	16
otu503	2	9	1	8	7	5	13	19	3	10
otu619	3	12	8	7	0	9	0	7	7	5
otu1353	1	15	1	2	12	15	16	20	0	6
otu1159	17	6	5	17	7	12	9	7	5	14
otu509	16	6	6	2	11	18	14	1	16	2
otu2960	4	5	20	0	9	11	11	7	20	16
otu2070	3	10	20	1	8	5	13	7	8	17
otu200	7	8	2	13	13	0	8	2	18	4
otu1590	3	2	16	20	19	15	8	13	7	12
otu1577	18	0	8	6	1	14	17	12	0	15
otu1076	6	20	18	2	6	2	6	7	0	4
otu2381	15	20	5	7	4	1	16	12	6	16
otu1269	10	9	0	17	20	19	5	19	0	6
otu374	14	14	10	12	11	16	13	18	7	15
otu2731	0	2	5	18	16	13	20	19	6	5
otu2323	5	14	1	12	14	2	10	2	6	16
otu1880	15	5	17	9	16	8	2	19	14	1
otu1256	12	0	0	1	13	3	18	12	20	6
otu2694	1	2	3	1	14	9	1	6	10	6
otu2168	0	15	9	15	3	8	13	10	2	2
otu1903	9	2	0	6	17	18	1	2	19	20
otu1174	6	12	15	17	16	8	20	12	0	9
otu360	16	2	10	20	9	20	15	20	7	3
otu2246	11	16	2	19	19	13	10	19	20	7
otu1228	2	14	17	1	5	16	10	10	17	11
otu674	3	9	8	1	6	13	19	8	4	5
otu2645	18	3	7	16	3	9	5	11	10	9
otu2090	20	19	4	12	18	3	13	1	20	13
otu39	19	20	20	13	10	0	1	6	20	0
otu985	12	18	4	9	12	7	15	5	19	16
otu2735	5	20	8	4	15	8	20	16	6	16
otu408	11	17	9	12	9	6	2	11	9	20
otu1930	6	4	15	14	4	17	0	13	13	7
otu2031	10	9	20	16	2	18	4	13	12	9
otu2202	19	20	15	11	17	13	1	9	9	9
otu2529	4	3	17	10	17	0	1	19	19	18
otu565	14	10	10	9	10	8	17	1	20	9
otu1850	14	15	9	14	4	7	13	13	18	2
otu2255	14	14	10	10	8	4	17	13	1	12
otu2227	7	20	18	20	1	11	13	16	18	6
otu47	19	16	13	5	8	19	0	6	1	15
otu990	7	15	0	9	5	14	17	18	5	15
otu50	6	14	4	16	13	3	19	12	14	7
otu406	16	7	15	4	4	5	15	2	14	3
otu642	10	1	10	11	3	4	18	18	10	1
otu2356	0	17	10	4	3	5	13	5	9	12
otu111	17	11	5	18	11	3	17	9	2	8
otu3	2	15	13	3	14	0	3	16	11	6
otu250	3	15	4	6	4	3	6	17	14	3
otu1664	1	7	20	8	7	4	9	18	12	0
otu1236	18	19	17	4	13	2	19	12	20	11
otu1218	15	11	6	11	9	13	8	15	19	15
otu2999	7	12	0	16	10	16	0	6	7	2
otu2537	8	7	6	13	16	7	0	10	6	0
otu827	8	3	1	19	4	14	3	1	8	8
otu2950	5	6	4	6	3	20	1	11	4	11
otu941	2	14	6	14	3	12	12	14	5	6
otu115	18	11	8	10	5	14	6	14	7	18
otu2428	18	19	10	3	20	11	6	8	1	5
otu309	19	11	19	8	4	9	7	10	16	15
otu1695	16	17	10	6	19	9	16	3	5	18
otu1732	16	7	0	19	9	10	2	5	7	14
otu276	11	17	13	19	0	12	12	2	18	12
otu277	0	6	6	13	6	15	15	14	7	20
otu1989	13	7	13	10	0	0	2	14	4	11
otu2193	5	13	20	16	3	11	10	3	1	5
otu591	5	9	7	15	10	19	15	14	7	19
otu1483	17	11	1	1	19	7	4	12	13	10
otu331	12	20	16	14	20	2	16	1	16	8
otu849	12	1	7	7	10	19	10	18	19	18
otu1549	1	16	17	4	10	5	15	13	19	17
otu2382	12	0	18	10	8	7	19	12	11	1
otu529	11	9	8	0	4	4	0	1	8	19
otu1888	16	17	11	6	0	7	6	16	18	3
otu1446	1	6	3	19	11	15	9	18	9	17
otu1547	15	3	5	3	13	8	17	17	19	16
otu2383	0	10	19	7	4	13	18	18	14	20
otu2149	5	0	15	2	17	9	2	11	13	10
otu694	20	8	20	17	14	12	8	17	8	5
otu2696	8	19	0	5	0	12	16	16	20	9
otu1276	16	4	11	9	12	7	15	5	19	16
otu1351	11	13	11	18	11	18	3	3	8	9
otu1328	4	10	5	16	14	7	9	5	14	12
otu102	16	4	15	16	7	18	11	8	11	13
otu1780	16	15	9	0	20	17	1	19	13	3
otu896	4	10	2	9	1	13	10	5	2	19
otu2776	14	0	17	16	1	5	6	12	18	12
otu1235	3	6	12	17	15	11	17	11	20	2
otu785	5	15	1	17	5	19	4	3	0	11
otu53	9	12	10	16	12	1	20	8	9	14
otu1696	3	18	18	1	15	3	1	2	7	12
otu703	15	3	15	19	18	14	4	3	2	19
otu695	17	7	18	9	0	19	19	3	13	14
otu2809	2	16	10	3	7	20	2	11	19	15
otu127	13	11	12	19	8	19	3	14	1	18
otu478	2	0	14	16	15	16	2	4	0	6
otu542	0	4	0	1	18	11	18	8	5	19
otu2525	3	5	12	1	0	19	6	18	16	5
otu1838	6	7	10	5	20	15	9	1	17	14
otu193	8	17	15	17	9	8	16	19	14	0
otu1027	8	20	1	9	9	4	10	1	2	9
otu576	14	14	11	2	10	6	8	14	10	6
otu1191	1	10	13	0	8	13	5	19	13	15
otu2196	11	11	17	15	16	7	16	4	4	19
otu339	14	15	6	15	1	17	14	1	13	0
otu1195	2	18	13	19	7	8	1	11	5	12
otu690	0	15	5	0	1	5	13	10	6	17
otu1790	9	4	5	8	11	18	1	17	16	2
otu1533	17	10	15	20	8	12	2	19	7	5
otu2265	7	2	16	20	13	2	19	19	16	6
otu2562	0	20	1	10	12	9	5	15	1	11
otu2886	12	11	12	9	5	20	17	1	17	4
otu2147	12	6	13	8	0	15	13	18	3	8
otu980	14	3	4	3	4	8	6	0	2	18
otu828	17	20	20	18	15	1	10	7	14	5
otu1824	12	9	20	17	10	6	6	7	3	0
otu1135	10	13	4	0	13	16	2	6	7	5
otu246	18	4	15	2	19	12	18	2	15	14
otu1308	8	15	16	20	18	3	16	2	18	13
otu113	8	19	17	0	2	20	7	6	4	20
otu296	1	10	20	11	8	16	0	2	11	20
otu567	8	1	9	7	3	0	14	8	1	12
otu2555	14	7	5	3	3	1	7	2	17	5
otu2629	4	11	1	4	3	12	14	5	20	8
otu2178	0	8	12	13	6	13	19	18	9	20
otu2938	15	18	10	5	10	17	2	7	20	17
otu713	13	1	12	17	11	20	14	12	10	14
otu84	3	18	14	2	12	17	17	3	4	9
otu2540	6	9	10	20	7	10	15	11	20	14
otu185	1	19	4	11	16	6	10	17	2	0
otu811	14	8	9	19	16	17	20	17	5	8
otu1164	16	6	7	14	11	16	12	6	5	2
otu2026	14	9	5	14	11	12	17	10	9	13
otu2198	4	13	9	15	13	20	20	7	19	13
otu1623	6	17	3	1	10	16	5	16	20	10
otu1201	4	11	0	5	20	15	17	12	12	13
otu2994	3	13	10	8	13	13	3	19	20	1
otu772	13	7	16	19	3	15	7	8	15	10
otu639	14	17	15	10	20	12	18	6	12	11
otu2635	11	0	10	18	3	17	7	1	19	0
otu1747	3	14	10	1	20	0	11	4	17	15
otu2253	20	16	2	1	16	8	12	13	3	6
otu587	1	3	10	13	7	15	10	18	17	16
otu1639	1	11	20	5	6	3	14	10	2	3
otu134	7	16	2	17	9	3	11	5	8	3
otu495	20	3	8	11	13	0	0	1	2	7
otu615	2	17	10	10	20	7	14	12	18	0
otu1352	12	4	16	19	20	6	6	19	19	6
otu2820	11	6	11	9	17	0	5	15	13	1
otu2713	5	6	10	17	4	20	5	13	7	18
otu10	12	15	13	20	7	20	5	0	9	15
otu1271	20	8	20	6	3	20	12	20	2	0
otu2254	7	20	8	16	11	10	14	1	9	0
otu2763	0	14	2	2	3	4	19	4	3	20
otu124	11	3	16	6	18	1	2	14	20	13
otu723	14	11	0	15	16	18	14	1	8	11
otu2579	4	11	14	12	11	20	0	16	18	16
otu2871	18	6	15	14	19	1	5	2	4	4
otu419	5	7	16	14	3	9	5	5	2	17
otu472	19	19	13	12	15	13	18	8	10	13
otu2947	7	20	15	10	15	11	10	5	2	0
otu736	2	5	17	9	6	9	17	19	1	15
otu1990	7	14	17	6	16	12	8	1	15	17
otu561	2	19	0	4	0	7	6	2	10	12
otu933	14	10	16	18	20	10	1	16	11	17
otu525	5	4	8	3	4	14	19	13	16	19
otu970	10	7	3	8	7	17	7	5	15	5
otu1833	12	16	19	0	12	0	5	2	14	11
otu956	15	5	14	0	8	14	19	17	1	3
otu251	9	14	20	8	6	12	17	17	5	9
otu1925	19	15	9	5	20	14	19	6	3	6
otu218	17	12	4	2	1	20	15	1	15	19
otu267	4	1	15	3	1	18	10	0	5	17
otu2496	7	4	8	20	13	19	10	12	1	3
otu2410	20	1	3	18	6	5	8	20	6	4
otu448	9	2	18	12	4	9	10	15	19	16
otu1380	4	17	11	3	10	19	3	7	16	1
otu2968	7	1	20	11	6	5	20	11	10	6
otu677	3	19	16	9	19	4	3	8	15	2
otu2028	13	5	15	11	17	12	13	0	11	3
otu1039	9	13	15	16	10	16	8	17	5	17
otu1465	20	20	0	10	20	11	0	20	19	15
otu1796	7	13	6	1	0	0	5	19	16	19
otu101	5	17	7	5	19	10	11	0	8	19
otu299	20	11	8	11	16	10	13	4	3	15
otu1728	3	14	9	12	15	13	10	15	4	3
otu1227	13	1	9	11	3	4	6	18	2	0
otu2982	10	0	19	17	14	15	14	9	9	10
otu1248	13	20	13	9	10	16	4	3	11	18
otu1737	20	5	13	10	9	3	13	16	10	1
otu1712	16	6	2	14	4	15	15	7	12	2
otu1204	2	0	0	17	14	16	3	6	19	16
otu2141	11	15	20	9	7	9	18	10	2	0
otu474	5	0	5	1	10	2	6	9	4	19
otu2601	4	3	10	16	11	3	3	11	18	7
otu1383	18	4	4	20	15	12	19	4	1	5
otu1242	12	2	10	12	4	8	8	2	10	7
otu52	17	19	1	15	18	19	7	4	8	19
otu1354	18	2	16	10	16	12	15	17	6	11
otu609	2	4	6	11	6	18	4	0	5	10
otu668	17	12	16	10	18	5	9	10	3	20
otu403	17	0	6	16	2	12	13	20	8	8
otu2404	14	9	4	5	2	8	3	18	6	9
otu18	20	6	15	10	12	9	20	10	17	20
otu1862	11	1	2	1	10	16	16	0	16	18
otu2813	11	9	3	0	17	15	15	9	15	10
otu776	18	18	4	10	15	9	14	1	14	6
otu751	15	17	2	1	2	0	3	17	1	14
otu2044	19	19	1	17	1	3	15	1	10	16
otu483	7	17	15	16	7	6	7	4	13	20
otu2840	18	14	3	3	20	14	13	20	11	8
otu1270	9	5	2	3	7	6	4	6	16	13
otu1042	19	17	8	12	18	6	0	10	16	10
otu1133	10	11	12	1	1	9	20	3	11	11
otu2597	2	16	10	7	18	20	15	18	0	14
otu82	0	10	17	7	1	20	6	20	11	19
otu1333	14	20	1	0	0	9	9	9	14	9
otu2077	11	3	0	10	10	5	9	16	17	15
otu2330	16	2	12	9	5	12	6	4	11	10
otu254	7	7	3	16	5	13	17	17	5	1
otu2807	8	9	5	1	10	8	6	16	11	5
otu210	5	3	11	18	20	19	19	19	16	4
otu1280	4	5	8	3	19	5	5	7	16	4
otu1263	10	10	14	8	11	1	13	3	0	0
otu1054	3	17	6	19	0	8	3	2	0	1
otu2984	7	13	14	2	18	5	6	4	9	10
otu1900	2	1	5	19	3	3	15	8	20	18
otu1741	11	12	5	20	2	19	0	6	18	18
otu1681	11	16	10	18	19	13	19	13	18	17
otu1836	2	12	4	6	8	10	15	12	13	0
otu1941	11	3	2	1	14	3	7	20	0	15
otu1731	6	18	11	7	11	10	3	8	8	8
otu672	13	10	13	3	5	15	3	16	19	5
otu643	0	6	2	11	2	15	14	3	19	19
otu1021	11	19	16	15	0	15	13	7	4	0
otu389	3	7	10	16	20	18	7	9	2	0
otu890	20	0	2	17	18	15	3	14	1	10
otu943	10	14	13	19	19	1	18	20	14	6
otu2110	14	18	12	2	19	17	11	6	14	14
otu937	12	5	13	13	18	19	16	2	15	9
otu618	20	20	2	0	9	6	5	3	16	2
otu2277	6	17	14	10	1	0	5	11	11	11
otu2299	12	20	2	13	7	7	11	12	19	17
otu85	10	6	2	12	16	19	15	14	9	15
otu1905	13	3	5	14	13	10	11	12	17	9
otu482	2	16	17	8	1	11	16	6	2	19
otu1809	6	19	19	16	8	13	5	8	12	2
otu74	8	0	20	14	7	10	17	18	16	15
otu1958	1	5	13	1	8	18	17	16	19	12
otu242	14	6	10	0	12	7	1	3	3	0
otu2881	20	9	1	7	16	11	19	5	6	3
otu2602	11	16	4	3	3	3	14	12	7	9
otu428	3	20	12	6	5	0	20	9	1	9
otu1583	14	19	18	18	11	7	8	3	14	4
otu1299	6	13	6	19	14	0	14	14	11	20
otu914	0	17	13	1	10	2	0	16	9	3
otu1502	7	0	17	1	12	6	6	13	20	5
otu2772	5	7	4	18	17	12	5	10	16	8
otu595	19	4	0	12	7	4	15	11	2	7
otu2702	1	12	8	18	13	9	11	10	15	9
otu1726	18	15	19	8	20	1	6	14	3	14
otu64	13	4	7	5	10	10	1	4	10	20
otu2123	14	0	20	2	13	6	19	9	6	3
otu701	6	12	13	6	3	8	10	14	13	20
otu6	1	7	15	16	10	9	8	15	17	0
otu2883	6	5	5	20	7	11	14	7	0	9
otu1938	17	16	4	10	10	16	13	10	5	7
otu556	6	14	18	13	10	17	16	6	18	20
otu653	12	6	1	20	12	17	5	15	17	9
otu1316	2	3	20	14	17	4	9	16	18	6
otu2143	7	1	5	14	11	18	9	7	6	18
otu1797	1	2	8	3	11	0	14	12	12	8
otu2011	15	15	13	18	15	1	0	13	0	15
otu2872	5	17	1	18	12	19	14	9	6	19
otu2746	20	9	5	10	13	10	1	6	10	15
otu2724	6	0	1	13	8	9	15	6	15	5
otu1627	14	16	13	5	3	5	4	14	5	19
otu589	13	10	20	2	1	10	16	16	3	18
otu1125	20	6	8	16	6	13	4	5	10	1
otu1742	5	14	6	5	4	5	2	8	13	17
otu1148	13	16	1	17	13	10	3	11	14	11
otu1339	19	3	19	2	7	9	18	3	18	17
otu1944	14	14	3	20	8	18	14	9	17	10
otu187	18	7	9	19	0	14	12	14	14	7
otu2641	10	17	1	13	19	6	11	9	7	5
otu1098	3	17	11	18	17	17	17	2	18	18
otu1752	16	3	15	14	1	1	11	7	11	20
otu310	14	11	11	14	12	18	12	13	20	1
otu1827	5	12	16	16	9	17	16	2	9	7
otu2342	18	17	15	7	12	5	5	17	0	1
otu2765	14	2	12	10	15	6	3	8	20	18
otu2353	5	19	15	8	2	9	14	2	15	12
otu380	5	7	2	8	6	10	10	3	16	18
otu963	8	17	13	2	1	12	18	3	15	1
otu1103	14	12	3	12	13	6	10	13	17	0
otu1924	8	12	7	2	18	13	19	0	17	5
otu681	11	15	5	10	11	19	9	0	5	7
otu2680	5	6	7	20	1	10	15	0	15	19
otu1708	11	10	2	16	20	10	17	20	3	3
otu1964	20	10	10	17	2	4	4	0	8	20
otu2797	16	5	1	13	14	4	5	15	10	3
otu2417	6	12	7	10	18	10	6	12	0	3
otu787	5	0	0	13	18	6	5	11	14	13
otu2643	1	17	4	14	4	5	7	0	16	12
otu1864	12	2	18	0	2	20	6	0	0	3
otu2606	10	18	11	10	7	16	9	11	19	9
otu547	1	15	16	3	2	3	8	19	5	16
otu1153	2	12	3	12	19	1	15	3	8	3
otu748	11	17	5	5	19	12	11	7	7	6
otu1574	4	1	17	17	0	13	0	18	17	4
otu939	19	1	18	1	13	2	15	6	13	13
otu2045	19	7	19	7	2	8	14	5	5	19
otu958	3	7	6	13	16	19	1	6	0	3
otu1409	1	2	14	8	20	4	9	19	1	8
otu2429	13	19	17	11	4	2	19	0	5	3
otu2363	0	5	6	1	17	14	13	18	12	19
otu938	7	8	17	13	18	0	20	4	6	18
otu1455	12	13	15	2	11	9	3	15	13	2
otu1783	20	11	10	10	11	7	8	20	0	8
otu1561	19	2	9	4	11	8	9	3	0	15
otu2670	6	3	3	7	10	18	13	0	10	0
otu1311	13	1	9	1	2	18	9	4	12	1
otu1305	9	13	5	10	1	10	5	2	3	1
otu728	17	0	11	5	7	8	8	12	0	1
otu2179	16	1	19	5	5	18	3	2	15	13
otu2943	12	14	14	3	6	20	9	18	17	10
otu2890	7	19	7	7	11	0	18	20	14	12
otu1288	16	11	3	2	5	4	10	12	19	2
otu804	8	3	7	8	14	4	6	12	9	17
otu967	16	6	11	4	17	15	3	15	11	10
otu982	5	0	13	14	10	10	9	2	7	6
otu108	17	4	11	4	10	19	15	9	10	7
otu2964	8	12	4	13	20	6	10	18	10	17
otu1257	0	13	15	3	11	14	5	10	14	9
otu2284	8	8	6	6	0	15	14	8	13	6
otu2338	11	0	6	14	4	9	12	7	2	3
otu1516	2	17	8	8	18	17	10	16	10	13
otu2306	17	9	17	18	7	16	5	2	19	2
otu386	7	18	4	12	5	18	0	9	16	13
otu822	6	8	11	20	16	11	1	1	9	17
otu944	12	4	4	4	18	15	14	15	5	20
otu2835	17	20	11	5	20	8	15	6	4	3
otu1179	19	12	5	16	19	15	11	13	12	1
otu354	13	8	16	5	13	19	5	8	3	16
otu76	17	16	1	13	0	2	20	1	1	9
otu1166	6	7	5	14	17	6	8	12	0	11
otu1178	10	7	11	14	6	14	3	6	3	2
otu424	19	6	18	10	2	18	2	9	3	10
otu417	2	18	6	3	2	18	8	20	6	5
otu1854	5	8	12	19	10	12	10	6	6	17
otu768	14	11	10	14	11	8	12	15	11	3
otu1558	6	1	9	7	6	14	11	8	3	8
otu1612	18	0	8	3	8	5	5	10	20	19
otu2552	0	18	8	9	7	20	3	7	17	19
otu2419	15	1	9	2	15	9	15	0	1	0
otu1733	13	5	19	4	7	19	12	20	20	14
otu1896	10	16	20	15	19	1	14	9	14	12
otu2861	11	20	2	11	5	20	8	0	3	14
otu2079	20	16	9	20	11	20	19	0	17	10
otu217	0	17	20	20	11	5	15	1	17	17
otu2378	18	19	8	6	4	0	0	17	14	11
otu961	13	1	7	11	8	19	19	12	15	5
otu585	17	19	14	17	17	9	12	16	9	20
otu2438	14	1	16	18	13	20	9	0	19	2
otu654	17	4	7	13	6	4	8	9	17	15
otu401	19	4	18	7	13	0	11	1	13	2
otu179	1	20	2	18	4	7	11	16	18	5
otu283	20	19	12	13	16	16	2	2	5	10
otu2346	18	1	20	19	17	19	11	10	17	1
otu237	7	14	12	20	1	16	17	16	15	17
otu2939	12	16	1	13	16	10	4	18	3	17
otu1194	19	9	10	5	16	2	20	14	5	2
otu2375	3	4	9	4	12	2	11	20	13	6
otu1330	15	1	4	1	3	17	6	15	7	5
otu1740	2	16	5	15	6	16	8	1	7	7
otu5	3	15	2	20	19	8	8	7	15	17
otu844	1	12	19	4	8	15	4	8	17	13
otu617	16	15	12	20	0	18	9	4	17	10
otu964	7	5	12	11	20	0	11	10	19	3
otu1399	13	10	16	8	1	0	16	12	18	20
otu530	16	11	4	17	4	1	16	2	1	5
otu207	13	11	17	0	11	17	10	5	1	10
otu624	17	19	4	2	16	1	13	4	11	0
otu752	11	20	11	0	1	3	17	2	5	12
otu2616	5	13	6	5	18	12	20	15	9	20
otu1058	5	15	4	6	14	17	6	5	6	9
otu1297	16	3	15	6	1	13	6	14	19	18
otu1147	16	8	16	5	16	0	9	7	8	15
otu397	1	15	10	7	12	18	13	20	10	1
otu2665	7	9	16	12	10	6	15	3	19	16
otu1607	8	9	8	13	12	13	18	11	16	13
otu2620	0	5	1	16	2	10	15	12	10	2
otu1501	3	16	1	4	12	9	3	8	19	9
otu1894	10	10	19	1	14	12	6	13	15	5
otu308	14	3	1	4	3	5	15	4	2	14
otu2180	6	8	11	18	20	15	2	11	6	12
otu1272	6	19	13	0	14	2	5	8	13	20
otu1259	8	4	19	15	15	11	9	12	18	20
otu466	20	15	3	18	14	3	4	3	10	15
otu1601	0	6	3	4	13	6	5	4	5	14
otu2815	17	6	12	0	13	15	2	14	13	7
otu2433	9	14	4	7	2	11	0	1	1	9
otu425	5	9	3	12	17	7	3	11	2	12
otu1172	3	3	18	5	14	18	9	2	4	9
otu2151	7	11	0	7	20	11	4	0	10	20
otu2977	11	13	10	9	8	0	3	8	17	20
otu2271	17	1	19	14	18	1	16	8	4	19
otu846	20	1	12	10	10	11	10	17	6	19
otu2332	17	16	19	4	20	12	9	0	2	1
otu603	17	10	11	18	14	19	4	4	5	4
otu1068	11	4	19	11	11	10	20	15	11	12
otu1807	18	5	17	16	9	15	9	5	6	4
otu1396	0	15	11	8	10	9	9	0	14	2
otu1215	12	8	14	16	15	1	10	1	6	11
otu816	8	10	20	14	6	18	20	3	8	6
otu117	18	18	15	3	4	15	16	20	0	18
otu899	18	0	4	19	1	20	4	13	0	2
otu2754	9	13	17	3	9	13	18	18	20	2
otu570	4	13	15	15	3	11	15	9	10	13
otu1613	5	12	16	1	5	9	3	5	19	7
otu2516	0	0	17	17	10	10	12	14	14	5
otu2639	8	3	16	4	12	8	7	3	7	6
otu2722	14	16	14	4	13	6	5	3	20	13
otu2685	6	9	6	10	8	6	5	12	9	20
otu1401	1	3	6	11	17	8	16	15	20	3
otu1329	3	1	11	13	15	12	1	2	14	11
otu799	1	16	10	8	18	5	16	14	0	12
otu1200	2	6	19	14	16	2	1	1	9	16
otu1786	19	3	12	17	14	11	3	4	0	10
otu2084	11	12	12	4	18	11	14	7	9	9
otu1373	2	2	12	13	12	19	11	6	11	0
otu592	14	11	11	9	18	17	20	15	19	14
otu1500	15	16	6	19	18	10	12	19	9	18
otu1008	19	3	15	9	15	16	0	17	7	10
otu261	14	3	13	6	1	20	17	20	20	0
otu81	3	3	18	4	5	13	10	16	18	16
otu2012	6	3	17	13	0	15	16	0	14	13
otu442	8	16	0	16	15	4	16	14	9	14
otu1598	11	13	15	20	15	14	16	17	16	11
otu1529	16	7	17	0	8	16	4	8	13	1
otu1332	4	2	20	16	17	5	1	20	3	5
otu119	6	20	20	9	17	20	14	15	15	18
otu2082	2	5	15	8	16	17	19	9	18	13
otu2316	15	10	9	15	2	20	11	11	18	8
otu2251	15	11	8	6	15	16	10	0	16	6
otu2216	17	16	4	6	1	0	4	7	13	19
otu755	4	4	11	2	13	15	9	8	12	20
otu2921	4	14	14	5	8	7	5	10	2	9
otu870	16	14	5	18	15	19	2	19	1	19
otu750	17	15	9	16	4	16	11	7	5	9
otu2545	11	14	20	1	17	3	15	11	2	7
otu2769	20	19	8	9	6	4	9	4	18	10
otu2607	16	20	16	20	6	11	17	7	12	3
otu399	10	1	1	10	3	19	10	16	9	18
otu735	9	9	14	12	4	20	14	10	3	10
otu2489	19	6	1	2	1	12	7	19	7	9
otu2055	16	20	3	15	15	15	3	3	4	1
otu1770	0	2	17	6	16	17	20	18	5	15
otu1406	7	9	7	1	7	7	8	7	13	3
otu2787	2	13	18	5	3	5	16	2	18	0
otu2320	19	10	7	17	4	10	20	12	6	10
otu2802	4	8	12	1	19	4	19	14	16	20
otu1856	11	14	2	7	2	14	20	13	17	0
otu2137	13	19	1	2	8	3	17	19	1	10
otu143	12	9	13	16	0	20	4	19	19	10
otu186	18	17	15	7	7	3	17	7	13	0
otu461	16	12	11	12	2	1	9	5	18	13
otu900	13	18	14	0	6	3	12	11	19	7
otu2331	14	9	14	6	19	4	3	1	12	8
otu282	15	8	15	13	14	2	10	14	1	14
otu2649	0	15	8	1	13	19	17	15	11	0
otu297	6	8	0	12	18	7	8	18	3	0
otu2568	19	10	6	2	2	15	14	17	3	10
otu2560	6	3	14	20	13	20	14	20	16	0
otu1314	1	20	11	2	1	12	15	0	3	7
otu878	2	5	5	3	2	17	3	8	7	20
otu1231	10	10	10	11	19	16	8	1	17	12
otu1643	12	20	0	5	4	12	20	3	1	14
otu182	16	13	12	9	18	0	13	5	7	17
otu2979	20	0	7	2	2	20	7	4	0	14
otu2550	5	1	2	18	14	12	15	17	3	0
otu351	3	20	13	13	17	12	19	17	17	14
otu1616	12	0	14	12	2	10	19	19	4	19
otu2091	20	14	20	2	7	11	0	12	16	1
otu994	6	19	19	5	6	7	2	0	16	13
otu667	0	19	10	11	18	8	10	3	9	10
otu527	10	2	0	18	3	1	13	14	20	18
otu1307	6	5	14	19	7	14	19	11	0	15
otu761	3	7	8	8	20	1	11	3	16	18
otu1377	3	9	15	13	14	19	12	9	3	11
otu993	17	1	19	19	11	7	18	10	11	18
otu2379	0	13	16	5	13	20	9	4	11	6
otu886	6	6	3	1	3	2	20	0	13	12
otu1597	12	6	7	15	1	18	0	20	0	7
otu1727	7	2	14	17	3	20	5	2	13	1
otu697	0	15	2	17	19	5	6	18	16	19
otu1936	15	17	16	15	17	7	2	20	4	4
otu165	17	4	14	8	9	13	14	12	1	10
otu2533	10	6	16	9	12	15	10	4	5	5
otu2449	17	3	8	11	17	15	13	11	14	20
otu2126	19	2	0	4	7	2	15	17	14	5
otu1617	14	5	8	17	3	2	15	10	5	15
otu130	3	2	14	6	20	16	7	4	3	1
otu633	6	16	18	7	2	15	1	11	12	20
otu2018	16	11	14	14	10	14	8	18	6	1
otu2002	18	11	16	2	11	0	10	5	15	2
otu1932	5	8	19	5	2	7	13	18	17	0
otu2376	7	12	15	9	16	6	3	1	12	4
otu480	16	2	4	18	0	8	12	4	3	4
otu12	15	16	5	9	15	11	0	20	6	2
otu15	6	18	16	4	8	16	14	12	18	0
otu168	0	9	13	4	2	4	16	15	1	8
otu541	12	5	3	14	13	0	12	3	18	5
otu1700	7	17	11	4	11	2	17	20	16	7
otu172	11	0	13	0	18	9	10	15	6	9
otu2903	1	13	14	5	6	5	5	11	5	9
otu1277	0	11	12	14	10	10	3	12	6	10
otu2062	15	18	4	11	4	9	11	11	13	11
otu2421	7	7	4	7	16	18	7	4	9	14
otu301	20	0	17	1	15	16	18	3	6	0
otu75	1	4	0	8	0	18	19	12	8	4
otu2565	12	0	14	9	20	3	7	11	5	8
otu1116	20	14	20	11	13	19	10	6	7	1
otu110	0	5	15	15	17	9	3	0	3	13
otu24	15	4	3	17	0	16	7	12	0	7
otu1065	7	8	16	0	10	6	8	6	8	19
otu2025	16	19	3	2	17	11	7	10	3	1
otu2527	12	13	17	10	20	6	7	6	17	14
otu1283	11	14	18	8	15	12	5	8	10	2
otu1945	15	2	20	9	20	11	5	1	3	11
otu2476	17	0	13	13	6	14	10	10	5	3
otu1704	12	13	6	19	14	9	11	14	13	20
otu1805	4	16	10	0	17	3	17	16	16	19
otu1587	4	12	18	11	11	6	8	20	19	16
otu1891	0	9	9	10	4	19	6	17	3	7
otu219	12	20	14	8	8	14	9	1	7	4
otu1653	15	5	13	3	3	20	2	16	13	17
otu1117	20	9	3	11	20	14	12	12	2	11
otu847	11	7	0	3	10	20	2	8	14	16
otu1584	6	6	1	1	9	11	4	5	17	7
