otu	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
otu1584	1	16	19	4	14	14	13	2	13	13
otu1480	18	18	18	13	20	3	11	16	1	19
otu1318	5	10	5	17	13	19	11	5	11	7
otu29	12	10	5	10	5	19	19	0	9	2
otu477	5	20	10	17	16	7	12	15	3	9
otu309	6	3	18	7	11	16	3	3	13	6
otu1150	17	14	2	14	10	17	6	5	18	14
otu289	18	7	17	16	3	6	14	20	12	11
otu2628	4	2	20	15	2	17	7	4	2	5
otu1581	4	15	0	12	9	6	5	10	20	10
otu1469	14	17	11	12	8	3	7	7	2	19
otu2128	20	18	13	15	0	12	16	9	12	6
otu1899	15	6	1	16	20	20	1	15	17	15
otu2129	20	7	7	19	2	11	2	16	6	9
otu2464	14	6	11	8	12	14	1	15	11	7
otu1548	3	20	5	1	17	13	10	15	14	18
otu2525	5	6	5	10	6	16	18	6	6	11
otu160	2	2	10	16	13	4	16	15	11	9
otu1755	17	5	9	3	10	5	2	12	4	19
otu2277	19	6	20	14	12	12	11	11	10	11
otu1330	3	1	0	3	7	20	8	12	17	8
otu1166	1	8	17	13	14	2	0	7	8	7
otu617	6	3	19	0	7	0	11	9	7	8
otu578	4	4	3	8	12	9	0	2	20	19
otu102	5	12	13	5	10	1	15	7	1	13
otu780	20	5	12	9	18	20	10	20	8	1
otu1810	12	2	15	13	19	10	10	18	17	20
otu338	14	17	6	2	19	15	20	17	9	1
otu2070	6	17	0	5	19	8	6	3	3	18
otu2634	8	14	18	3	1	19	2	12	10	19
otu1776	0	3	2	12	11	19	1	6	15	15
otu444	17	0	11	17	13	5	10	15	6	16
otu2729	1	8	16	4	0	11	9	20	15	5
otu5	4	2	20	20	11	4	4	8	19	3
otu311	10	5	6	13	8	8	13	20	10	15
otu55	13	3	17	7	0	5	16	3	19	17
otu793	1	11	1	8	7	13	10	6	14	1
otu628	20	11	17	20	3	2	4	7	13	16
otu307	15	16	8	19	16	20	3	2	14	10
otu2377	20	0	9	11	5	19	19	18	20	11
otu1834	19	7	13	15	13	2	10	5	17	19
otu2754	6	0	5	6	3	10	17	5	0	11
otu1113	0	12	14	6	1	12	7	2	2	1
otu824	16	7	14	13	7	14	11	7	5	19
otu1510	12	2	6	12	2	20	19	4	3	8
otu815	0	15	15	6	18	9	8	13	14	15
otu159	9	20	20	8	11	18	10	0	3	11
otu1878	2	15	4	17	18	7	12	0	19	19
otu235	10	10	2	10	9	0	12	14	7	5
otu2760	10	15	5	20	20	1	7	19	9	10
otu1449	11	15	2	20	20	16	17	10	2	18
otu1938	1	6	4	10	14	2	7	2	1	6
otu303	18	9	16	16	10	10	19	2	2	16
otu1310	9	19	14	6	15	3	17	13	11	1
otu10	11	2	1	5	16	16	0	7	2	18
otu980	13	5	18	14	5	14	3	1	4	0
otu2731	10	10	7	11	2	18	2	1	5	7
otu844	5	6	12	14	6	2	7	4	19	12
otu1322	16	10	8	3	6	8	10	13	6	12
otu2522	10	6	19	18	7	17	12	1	14	19
otu2003	15	2	2	10	14	19	1	16	0	8
otu2112	5	18	20	17	20	12	14	7	17	20
otu2586	7	3	9	9	7	7	6	19	18	8
otu2116	6	14	1	17	18	9	1	13	1	13
otu2894	15	11	14	17	15	4	5	9	0	5
otu2782	7	15	3	5	15	4	2	18	14	9
otu1979	13	18	8	7	5	0	16	3	20	2
otu1253	15	5	14	3	18	15	17	0	6	12
otu2646	17	5	8	11	16	16	9	13	19	8
otu1804	5	10	20	4	10	2	11	17	4	3
otu678	15	20	12	7	16	13	11	13	4	20
otu1773	12	5	16	12	7	18	12	3	14	11
otu1768	20	11	10	15	14	17	1	13	20	3
otu2847	10	6	7	2	7	13	0	13	6	14
otu304	0	5	18	19	9	15	10	3	13	0
otu2102	7	13	11	18	5	15	20	14	14	5
otu1268	7	6	9	19	20	3	14	16	20	12
otu2096	20	2	0	9	6	16	11	12	20	1
otu996	4	13	5	6	3	13	13	5	9	15
otu154	6	15	5	2	15	12	1	11	17	5
otu1187	15	9	15	8	17	19	10	12	3	0
otu2105	0	12	2	1	18	12	16	16	14	11
otu2290	1	13	12	12	5	2	9	16	9	12
otu1293	16	14	12	0	6	12	1	17	14	20
otu2148	6	10	11	6	8	12	6	18	1	0
otu389	6	11	0	6	4	7	4	14	10	17
otu2636	4	2	20	17	15	10	14	20	20	11
otu1333	3	10	3	1	11	13	3	13	2	8
otu2347	3	20	5	11	9	20	12	10	11	19
otu1412	20	15	6	13	14	1	17	12	3	7
otu279	4	16	13	7	20	11	20	9	3	3
otu136	0	2	5	9	6	7	13	18	4	20
otu456	8	8	14	13	0	16	13	13	6	15
otu702	10	16	4	3	4	17	14	15	12	16
otu2159	5	16	9	19	12	10	8	11	17	0
otu2871	5	0	14	16	13	5	20	3	7	0
otu183	9	5	18	0	12	13	3	7	5	10
otu2353	1	0	18	18	8	14	16	20	18	20
otu295	5	17	2	2	3	11	13	11	17	11
otu2594	0	4	9	5	11	12	13	6	1	20
otu2065	9	6	15	0	7	0	15	9	7	16
otu2499	1	7	20	3	13	2	11	17	20	4
otu4	19	4	2	20	1	5	13	3	19	3
otu2538	5	15	19	20	12	0	18	12	17	4
otu922	16	15	7	13	0	19	6	15	2	11
otu2204	15	19	14	10	4	15	1	6	17	18
otu2738	11	11	2	16	11	18	15	14	15	20
otu1819	5	3	20	20	9	19	9	1	18	6
otu1016	0	16	18	17	15	16	0	4	11	9
otu1389	0	8	6	14	12	4	8	19	17	8
otu1648	11	5	17	4	2	7	20	12	13	11
otu420	10	4	4	16	0	16	13	14	5	3
otu705	20	19	5	9	15	1	15	19	11	0
otu571	1	8	2	17	7	19	19	19	10	19
otu62	3	0	19	19	8	6	18	20	4	17
otu727	9	18	1	18	14	14	12	18	19	17
otu1453	3	11	8	20	14	14	0	1	8	19
otu536	3	11	12	8	20	5	9	14	14	12
otu1879	9	4	16	0	5	2	14	11	15	1
otu1365	13	17	4	0	10	18	11	20	5	16
otu589	9	17	18	12	14	10	5	18	16	10
otu709	15	1	17	14	2	18	9	3	16	13
otu564	15	11	16	5	17	4	7	9	16	14
otu915	19	12	15	13	8	15	17	15	18	10
otu2574	17	16	6	8	1	2	8	19	3	19
otu192	15	14	19	2	13	12	18	11	12	16
otu2094	1	10	16	5	20	16	6	6	16	2
otu1783	17	16	2	7	5	9	5	10	11	6
otu2164	3	3	20	16	13	0	20	10	6	0
otu1518	2	10	15	11	7	14	9	20	3	8
otu2737	6	6	3	7	12	5	6	9	0	13
otu2990	0	19	7	15	14	17	2	5	10	2
otu68	0	17	8	20	0	16	5	2	17	0
otu2169	18	17	14	9	13	4	11	12	14	1
otu503	10	6	12	18	14	11	9	9	5	7
otu2690	18	18	8	17	17	9	19	1	19	17
otu2911	8	13	3	20	6	4	18	15	6	17
otu2879	3	20	11	16	4	7	17	2	19	4
otu46	10	14	2	19	15	15	1	8	1	18
otu2584	4	3	18	1	6	1	7	7	3	1
otu576	7	9	19	9	11	1	19	3	0	19
otu2907	5	8	4	20	2	14	9	0	12	5
otu1251	20	1	16	7	16	12	8	10	17	14
otu1	4	9	15	1	2	17	5	5	1	1
otu665	19	4	12	9	2	8	2	12	7	16
otu2713	6	8	5	1	9	12	1	20	5	15
otu2495	12	1	12	15	1	9	4	0	6	5
otu1162	14	19	6	19	13	1	11	17	4	3
otu671	10	4	6	3	3	14	17	19	7	8
otu553	18	3	1	2	0	6	4	17	8	8
otu1845	17	19	12	8	17	16	9	2	19	7
otu163	4	13	7	17	16	17	2	6	9	6
otu507	10	7	6	9	11	5	1	14	19	8
otu134	3	12	19	11	20	18	6	11	7	17
otu1375	20	2	14	5	7	0	13	7	7	8
otu441	4	8	3	1	0	2	17	11	15	8
otu1340	13	17	1	12	5	14	3	6	3	4
otu846	11	2	20	16	16	14	3	4	5	1
otu834	17	19	5	15	13	19	1	5	10	8
otu2675	0	7	5	19	20	5	4	14	0	17
otu947	1	2	15	5	14	1	0	8	3	16
otu1023	0	6	20	1	7	14	10	20	5	5
otu2461	17	8	5	0	8	18	9	19	1	15
otu2629	5	4	5	7	18	18	12	19	14	11
otu1759	20	16	2	20	3	17	10	12	11	12
otu331	7	0	11	1	4	10	16	12	10	15
otu43	19	14	10	1	7	6	8	16	19	0
otu170	7	8	20	3	20	7	0	10	10	4
otu2029	13	18	3	17	7	12	15	15	4	0
otu2822	16	7	13	6	8	17	2	17	17	14
otu1990	9	6	11	10	8	7	12	19	5	10
otu414	1	11	3	4	16	13	7	4	7	18
otu1128	15	0	11	9	4	9	16	6	19	6
otu2139	20	18	16	16	1	10	4	14	5	20
otu2842	14	6	12	7	1	18	5	9	12	8
otu241	14	8	0	15	1	10	17	4	3	0
otu240	11	2	4	15	5	17	2	13	14	20
otu2127	10	20	11	12	2	7	7	3	13	0
otu2165	15	19	1	12	10	17	1	2	3	17
otu2331	5	14	20	12	3	0	3	18	17	20
otu2014	5	11	20	5	19	19	16	13	10	20
otu1702	20	8	9	4	11	1	5	8	17	17
otu2429	15	15	18	9	3	0	16	8	16	14
otu2069	17	20	20	2	16	20	20	13	1	9
otu656	9	12	0	8	5	12	10	8	15	16
otu2149	15	16	1	18	15	15	8	7	5	1
otu1299	14	6	16	13	13	19	5	3	13	18
otu597	6	19	17	8	15	14	0	19	16	19
otu602	6	1	7	10	15	4	19	1	7	6
otu549	7	16	7	16	2	8	6	14	6	14
otu190	20	2	11	12	19	15	0	8	7	5
otu0	17	19	10	13	1	11	12	16	4	12
otu593	11	13	8	17	6	3	15	6	10	7
otu150	7	8	18	12	2	8	10	5	19	4
otu759	17	13	2	1	10	7	14	1	17	10
otu1629	5	6	13	17	9	3	13	6	1	19
otu1898	17	14	11	13	6	18	3	9	13	15
otu1329	4	17	9	16	2	5	4	20	20	12
otu2486	20	16	16	6	7	1	7	20	8	7
otu1227	1	12	8	11	19	17	16	8	0	6
otu2387	4	4	7	20	1	19	13	12	18	9
otu2074	7	8	6	13	3	12	2	12	13	10
otu1249	19	14	3	2	9	15	7	10	18	18
otu2705	17	3	2	4	18	16	17	8	5	5
otu2259	2	14	11	11	19	2	16	4	18	6
otu2821	3	3	0	10	5	18	19	15	5	19
otu1842	2	1	20	15	5	0	4	14	12	18
otu1396	12	8	14	3	11	14	20	14	8	18
otu419	8	10	15	12	9	6	10	14	9	4
otu2632	5	9	3	19	17	9	18	7	5	8
otu1441	16	0	12	0	7	3	4	9	19	10
otu182	12	4	18	7	13	1	5	20	2	8
otu212	8	19	12	5	8	12	19	18	11	9
otu2226	3	5	7	10	14	4	4	14	6	17
otu1008	6	2	16	15	10	9	18	10	20	19
otu2845	16	5	15	17	2	10	13	18	15	14
otu1393	9	15	4	18	17	18	12	6	4	13
otu2300	11	18	3	18	5	14	7	7	18	2
otu2320	19	16	1	4	5	0	3	17	4	7
otu416	18	18	11	0	14	2	10	2	14	14
otu502	18	11	3	15	13	7	15	0	9	15
otu948	9	6	13	19	17	20	12	19	9	19
otu660	5	19	12	6	19	18	13	11	8	5
otu446	8	4	18	1	1	0	7	8	10	0
otu1240	14	18	8	4	13	3	0	2	6	6
otu2792	12	4	5	10	3	17	9	13	10	9
otu2893	11	0	16	1	5	12	7	12	18	19
otu300	17	5	0	3	3	20	6	12	16	15
otu1634	13	20	11	0	13	18	1	11	7	12
otu1740	11	12	17	10	17	9	4	16	19	3
otu50	3	12	17	13	19	9	11	2	17	17
otu2241	15	12	2	5	0	10	12	19	0	16
otu2263	15	5	0	6	6	18	16	9	4	18
otu1974	18	8	8	20	1	1	12	10	15	15
otu2617	8	11	1	3	13	3	11	16	4	0
otu798	5	17	9	20	2	5	7	15	11	1
otu895	0	1	20	15	11	8	18	10	0	13
otu242	6	0	6	19	13	14	11	0	6	3
otu2862	1	12	2	7	15	14	16	13	15	12
otu2513	12	9	13	17	8	18	15	17	9	11
otu2969	19	1	16	7	0	6	4	6	15	6
otu2071	6	10	12	17	5	20	19	7	18	9
otu1218	10	9	19	13	9	6	19	20	17	3
otu2436	19	5	5	12	4	4	11	13	0	3
otu379	1	20	11	6	17	12	4	10	6	1
otu752	3	11	10	19	16	5	19	6	0	4
otu103	8	14	7	11	5	20	19	1	16	8
otu1988	10	12	1	15	1	16	5	12	13	5
otu2098	11	16	6	9	14	12	3	19	17	4
otu2908	2	0	5	17	14	16	10	7	5	6
otu2841	8	5	13	13	16	15	6	13	14	10
otu2609	3	17	13	2	6	9	20	16	16	1
otu1226	2	17	19	11	15	7	20	15	16	18
otu199	4	3	16	17	17	9	19	14	1	2
otu822	9	1	17	19	15	18	17	3	9	10
otu632	16	2	6	4	7	4	6	9	20	15
otu2759	1	2	12	13	15	17	1	6	19	10
otu1697	11	2	17	19	17	5	16	4	14	19
otu2266	20	19	1	6	10	12	6	3	19	11
otu2008	12	12	6	16	19	20	15	5	4	13
otu1027	13	1	10	2	8	11	11	18	19	0
otu945	15	1	18	12	6	19	15	13	11	19
otu2061	3	4	9	19	6	10	6	20	0	6
otu883	5	13	3	17	1	17	4	20	6	4
otu713	11	7	16	16	3	8	17	3	8	6
otu1883	13	8	16	8	10	2	17	17	20	10
otu981	5	10	14	13	4	9	1	9	5	12
otu2294	1	6	20	18	9	5	2	14	8	2
otu733	7	3	18	6	12	20	0	2	12	3
otu1295	10	17	15	19	7	7	2	6	0	2
otu1448	8	18	17	15	4	11	20	4	6	5
otu664	3	19	15	17	2	19	6	7	20	1
otu2825	16	4	13	16	9	3	6	17	11	13
otu1321	13	14	9	0	18	20	16	20	15	10
otu265	5	12	6	3	7	12	9	17	6	9
otu1809	6	12	6	4	10	8	4	0	15	2
otu1210	13	9	2	10	17	18	0	3	20	9
otu2784	0	15	13	3	7	19	4	11	9	7
otu1848	20	13	2	4	1	6	8	20	8	7
otu2891	13	12	4	10	6	15	18	3	6	10
otu1343	3	13	16	3	20	11	13	3	15	1
otu582	12	17	3	2	13	18	5	12	14	15
otu2859	10	18	2	10	2	2	6	6	7	14
otu1132	11	10	6	4	18	1	5	11	16	19
otu356	0	6	9	19	20	13	7	19	20	2
otu680	3	9	7	16	20	7	3	8	18	4
otu1745	20	5	10	13	5	4	8	2	4	3
otu584	18	3	5	6	20	18	2	10	15	13
otu1363	1	7	7	7	16	2	12	7	13	0
otu920	19	14	18	9	5	1	5	8	10	17
otu1964	19	20	6	7	6	4	0	18	4	5
otu1714	8	18	2	3	16	0	6	11	16	5
otu2941	19	19	16	9	13	11	4	20	14	0
otu2653	12	6	6	16	13	4	11	6	2	12
otu2744	20	8	9	18	15	15	7	7	18	11
otu2700	0	14	19	3	13	13	8	2	19	10
otu978	16	6	15	7	13	0	17	4	6	0
otu2678	7	3	3	6	18	18	20	9	5	6
otu1950	2	17	19	3	13	12	5	10	14	0
otu2381	3	12	11	11	2	19	0	2	1	4
otu2060	4	17	15	1	11	12	20	5	17	0
otu1048	0	0	12	4	2	18	11	0	7	13
otu73	17	10	8	14	5	13	12	0	19	8
otu2861	12	11	8	4	20	10	0	2	6	5
otu831	11	13	13	7	7	12	8	7	6	11
otu1447	10	17	7	1	13	16	17	2	8	14
otu2797	17	1	0	7	3	19	11	14	16	18
otu682	13	5	0	10	8	2	6	18	0	10
otu2058	16	12	20	3	3	5	18	11	16	19
otu291	7	16	3	11	1	1	11	9	16	1
otu1894	11	8	13	15	5	17	11	13	16	16
otu2659	17	18	13	16	1	5	5	14	17	6
otu881	0	19	3	9	5	4	19	8	7	12
otu1821	4	5	13	1	7	0	20	13	0	15
otu1015	4	16	6	16	15	13	11	3	16	20
otu1572	6	7	1	2	5	20	20	11	13	19
otu41	4	9	9	19	11	16	15	20	1	11
otu1111	13	0	15	0	12	10	6	2	10	3
otu2606	17	1	10	2	7	9	9	14	16	10
otu2856	3	5	11	4	20	4	11	6	13	9
otu2468	9	20	12	11	14	1	11	17	8	14
otu1654	1	6	8	3	6	10	19	5	5	13
otu849	17	19	11	20	0	5	8	5	1	18
otu587	10	14	19	9	20	2	2	0	15	9
otu1953	2	13	9	3	18	19	15	7	18	13
otu863	6	4	13	10	10	7	20	9	14	19
otu1801	8	5	4	13	3	6	13	14	6	10
otu1662	8	16	5	8	20	13	18	11	18	9
otu1474	5	8	14	13	20	14	13	5	11	20
otu666	20	13	11	1	0	7	14	3	10	20
otu2757	1	18	15	1	14	0	10	16	0	14
otu2227	12	14	20	19	12	19	6	13	3	19
otu1461	7	11	4	5	17	17	4	9	9	16
otu2163	14	10	1	2	9	16	12	9	12	5
otu768	17	20	6	11	7	10	7	4	0	18
otu1088	5	6	13	2	5	19	9	6	15	16
otu2867	16	2	4	13	9	9	10	6	11	13
otu3000	12	13	15	17	20	10	10	15	14	9
otu2597	12	7	17	6	4	16	10	17	10	6
otu1729	5	9	13	3	0	9	5	18	5	5
otu57	19	17	2	0	18	12	12	0	14	20
otu237	7	14	1	2	5	17	11	8	16	11
otu2741	3	2	8	8	12	14	15	10	7	6
otu1725	5	11	9	7	3	18	20	1	17	19
otu1920	2	15	15	3	5	5	5	0	4	13
otu2712	15	13	2	10	5	1	6	6	9	18
otu2322	3	4	14	5	19	7	14	4	16	1
otu2119	6	17	3	2	9	2	13	1	5	4
otu325	14	16	19	10	6	19	9	7	1	15
otu1007	2	19	7	16	10	10	18	7	7	7
otu1952	9	3	3	8	16	5	7	12	17	13
otu529	10	2	3	4	13	19	2	5	9	2
otu1351	1	14	15	5	18	8	2	1	10	14
otu1342	9	14	14	2	5	18	0	11	7	3
otu432	18	2	17	7	4	5	13	15	12	7
otu493	3	15	18	3	12	20	6	9	19	0
otu1223	11	4	5	13	19	8	10	4	10	6
otu761	7	17	12	7	8	10	13	12	18	8
otu2269	11	10	10	5	1	17	4	6	19	4
otu1201	10	7	3	20	6	11	16	12	2	20
otu254	10	8	18	19	19	7	10	7	9	8
otu2321	8	0	8	11	1	1	16	19	2	16
otu934	8	2	13	5	9	8	14	18	3	3
otu2905	11	20	12	15	2	11	2	9	10	17
otu1012	3	10	8	2	17	20	10	3	7	3
otu1573	19	11	5	9	1	18	2	3	12	16
otu2376	14	1	17	5	20	12	3	3	7	20
otu398	9	6	2	16	17	11	17	17	0	7
otu1928	18	15	2	15	6	6	4	8	2	6
otu2932	0	10	5	5	10	16	19	20	20	17
otu1800	2	2	4	13	3	9	11	3	11	12
otu2890	3	20	1	17	18	2	1	14	19	13
otu222	11	15	16	20	13	16	8	0	18	6
otu1444	1	6	8	1	7	12	9	6	2	1
otu1304	13	9	8	13	17	12	11	2	20	0
otu443	16	6	12	16	5	8	9	2	2	5
otu2502	4	16	2	15	17	2	12	16	18	9
otu1910	10	12	8	5	4	17	11	5	3	1
otu1777	6	8	16	10	11	11	11	5	18	19
otu1478	17	6	10	12	5	18	20	2	10	6
otu447	5	6	1	0	5	16	8	13	15	2
otu2621	18	9	13	12	12	5	5	9	17	14
otu1709	19	10	8	1	9	2	12	1	2	12
otu1422	7	18	20	19	0	4	15	13	9	13
otu1045	20	16	17	9	9	4	14	7	10	11
otu1291	19	1	4	13	11	20	20	3	10	1
otu2450	17	14	3	19	12	8	10	5	9	16
otu1496	15	2	16	10	14	14	1	9	6	8
otu516	6	14	2	3	20	14	7	11	10	16
otu2140	9	15	16	4	13	18	12	14	1	1
otu574	15	19	14	11	3	16	6	10	17	11
otu2396	6	6	15	20	5	2	8	9	5	4
otu2948	4	15	18	0	11	16	3	0	1	10
otu172	20	14	12	12	15	5	11	15	17	2
otu857	20	20	19	14	20	7	12	6	14	8
otu121	3	9	9	1	16	14	14	4	14	9
otu1517	7	0	16	9	5	18	12	5	13	18
otu2936	2	11	9	1	2	6	1	6	2	19
otu268	10	16	13	10	14	9	20	15	1	20
otu1956	12	8	0	3	6	7	7	4	4	16
otu1378	10	1	18	4	2	15	14	15	2	11
otu2283	17	19	6	12	8	17	3	1	14	6
otu2121	8	2	2	6	14	19	20	7	1	0
otu88	19	4	4	11	1	11	16	2	0	14
otu2403	12	13	13	20	2	15	3	0	17	7
otu2042	3	3	20	9	16	8	12	18	17	14
otu1336	8	16	4	20	10	14	16	1	8	15
otu323	13	2	19	17	19	9	0	18	4	13
otu2575	17	3	12	7	18	11	14	18	18	5
otu723	0	2	13	1	3	3	4	14	17	5
otu60	3	1	2	0	16	15	13	9	17	4
otu1961	18	19	7	16	8	12	9	3	13	17
otu1347	3	20	13	4	0	6	18	20	20	3
otu1914	3	18	10	2	13	20	3	1	4	16
otu1439	1	4	5	11	6	2	7	11	7	15
otu2545	7	10	16	7	4	2	1	5	4	4
otu1296	7	1	12	19	8	0	15	20	13	11
otu2170	3	9	3	0	16	20	15	15	12	12
otu796	15	4	17	7	4	8	11	16	9	2
otu1271	3	16	18	1	3	5	8	18	3	13
otu1829	13	9	12	15	20	9	5	14	16	1
otu1394	7	1	4	11	10	5	6	20	19	4
otu341	16	0	1	20	2	14	16	15	4	5
otu245	1	16	14	15	19	16	20	5	16	18
otu1261	2	3	14	15	7	12	9	10	4	17
otu1569	5	2	8	10	14	3	8	13	7	15
otu2334	11	18	12	17	11	15	13	2	0	12
otu1633	16	10	10	18	14	3	1	5	11	10
otu1323	6	17	12	4	14	3	14	19	1	13
otu2916	14	8	16	6	9	17	11	16	6	8
otu2368	7	15	15	8	8	7	12	16	9	5
otu2915	11	16	0	12	19	14	20	2	7	20
otu390	3	2	7	20	0	0	0	13	9	15
otu376	8	3	2	4	9	11	3	17	13	6
otu659	9	19	4	2	20	8	3	17	20	16
otu951	0	14	11	16	3	2	20	0	10	20
otu601	11	10	13	4	15	6	10	4	8	2
otu955	7	5	2	18	15	6	14	19	4	2
otu2665	6	6	7	8	9	8	14	2	10	6
otu370	6	19	4	4	11	12	7	0	3	2
otu1966	1	0	17	12	18	7	8	1	15	9
otu1387	13	11	2	15	4	7	8	8	0	14
otu1694	2	17	18	4	7	17	1	2	15	7
otu1892	5	12	9	1	4	7	15	6	19	7
otu1546	0	9	10	2	10	12	4	11	14	10
otu2391	3	14	0	2	15	9	12	15	6	9
otu2288	1	11	5	15	3	6	0	1	19	17
otu1456	13	0	12	10	17	0	1	12	2	6
otu250	19	20	8	14	8	9	18	8	4	13
otu2271	10	10	4	7	17	20	0	19	17	15
otu2309	0	10	14	12	11	3	19	13	2	6
otu2660	6	11	19	1	12	7	6	0	3	19
otu196	17	3	17	15	16	13	19	12	18	14
otu719	0	14	17	0	17	0	2	2	19	6
otu2767	1	0	16	11	12	4	9	9	4	15
otu1155	9	19	18	16	8	13	18	5	4	11
otu2959	18	9	11	6	4	10	0	13	15	0
otu2132	1	13	13	13	15	10	9	17	5	15
otu2650	8	5	19	8	14	13	13	14	5	14
otu907	6	17	2	3	2	14	18	13	4	5
otu247	2	14	9	2	11	10	11	2	5	12
otu2876	10	19	8	8	6	4	6	13	18	14
otu1542	0	12	0	9	5	13	4	13	7	19
otu2747	18	6	12	18	7	15	1	0	1	3
otu734	15	4	8	6	17	10	5	17	20	5
otu1885	8	11	16	12	4	12	2	17	9	11
otu37	13	8	19	10	9	11	13	9	5	9
otu1774	7	14	20	20	15	0	10	0	17	13
otu2371	5	6	6	8	10	4	9	12	3	7
otu123	11	18	14	16	19	19	1	18	16	5
otu339	18	5	0	16	15	11	12	19	20	4
otu985	4	5	5	18	12	0	12	16	17	3
otu1202	12	9	12	8	12	4	13	10	12	15
otu2616	2	16	15	8	0	4	7	3	20	9
otu2682	17	6	19	5	1	18	13	8	2	11
otu1462	20	7	12	18	8	16	8	8	4	3
otu2701	1	20	12	7	12	5	0	17	20	12
otu2548	14	15	11	16	2	9	17	1	17	7
otu2980	19	6	19	17	6	4	19	2	11	1
otu500	12	8	6	8	13	8	5	5	19	0
otu1463	3	0	4	3	15	18	14	20	1	8
otu1103	8	10	18	16	16	13	20	1	18	17
otu1401	17	5	14	15	11	2	8	11	14	1
otu725	9	7	6	17	19	20	19	0	20	5
otu2610	2	1	6	19	13	7	14	12	9	12
otu1435	16	0	0	6	10	8	2	1	17	1
otu1550	4	5	10	0	13	13	4	4	0	1
otu232	15	10	7	7	2	1	18	19	18	19
otu1468	19	11	5	20	0	19	6	19	8	17
otu590	15	0	9	7	11	0	10	16	15	20
otu1512	1	11	16	1	9	18	18	7	17	6
otu1642	14	14	5	8	0	15	17	11	10	18
otu82	4	4	3	10	4	17	0	18	8	16
otu2477	5	0	7	7	0	13	13	18	8	11
otu1781	1	4	11	4	10	3	4	16	15	6
otu2542	8	11	0	4	20	15	2	19	1	6
otu141	14	9	7	5	3	9	12	19	2	19
otu1730	13	15	19	9	2	15	10	13	4	9
otu483	17	7	13	8	10	3	9	9	1	12
otu821	1	3	14	3	19	15	17	14	5	4
otu286	4	10	8	10	7	6	13	15	12	2
otu1930	4	18	1	13	3	20	19	18	7	2
otu647	5	18	13	8	14	12	4	14	5	5
otu970	11	2	17	13	18	12	8	2	17	1
otu1107	15	9	3	15	16	1	16	2	16	11
otu1668	5	17	10	3	18	11	5	9	6	7
otu599	19	20	10	16	5	17	0	6	8	2
otu1488	8	7	12	0	12	10	5	2	2	14
otu805	13	3	3	0	0	3	19	16	13	5
otu1092	3	15	13	16	12	14	20	14	9	11
otu133	8	7	1	13	13	15	14	12	4	6
otu2921	5	5	0	3	12	20	20	8	17	15
otu351	16	14	8	8	13	18	20	10	18	6
otu2775	0	14	16	17	8	1	5	10	20	0
otu905	18	2	7	17	8	15	13	5	12	8
otu2796	8	1	18	5	19	4	9	9	9	3
otu2696	6	11	2	19	1	17	15	4	10	10
otu314	1	14	19	14	7	14	20	14	16	16
otu2497	10	13	2	11	15	2	19	15	16	9
otu2978	12	6	1	12	3	8	18	6	4	17
otu1679	9	19	6	11	9	7	2	10	14	2
otu2451	1	2	19	15	8	7	12	19	16	5
otu604	4	0	19	1	8	8	3	20	1	11
otu2488	6	19	12	3	12	19	13	12	0	4
otu1020	4	17	10	19	7	18	7	12	18	4
otu2683	5	9	5	9	8	17	0	1	15	13
otu635	5	11	7	8	7	13	17	7	1	10
otu1792	9	3	18	6	12	9	10	17	19	18
otu807	16	14	4	20	0	9	15	2	16	4
otu2637	13	12	14	3	17	3	9	8	1	0
otu2638	15	11	16	19	8	18	2	6	13	6
otu512	17	3	17	4	9	8	12	8	6	7
otu1719	11	14	17	11	9	11	2	14	4	19
otu603	2	18	3	14	16	19	1	17	0	1
otu53	16	5	19	16	16	15	13	15	20	7
otu1314	12	19	10	2	12	8	5	18	7	13
otu2291	4	0	17	6	8	16	17	5	18	16
otu1400	15	4	5	16	15	17	13	12	4	9
otu2007	1	8	0	20	18	4	16	8	17	5
otu264	15	2	13	6	16	1	17	7	1	18
otu2206	12	10	3	7	20	19	18	17	5	16
otu1239	5	1	0	5	4	10	0	2	12	1
otu1426	16	2	14	0	13	7	19	7	6	11
otu1831	16	7	1	8	6	9	7	1	5	14
otu531	5	1	19	8	8	13	4	20	9	19
otu1843	9	12	5	13	7	3	20	4	1	3
otu329	14	7	8	8	14	18	18	14	15	9
otu1671	9	12	20	12	8	6	9	4	12	18
otu1087	11	11	8	15	9	7	3	10	8	2
otu30	20	6	4	19	17	8	16	13	0	19
otu393	8	19	20	1	6	9	14	2	0	2
otu2967	19	12	17	16	4	6	13	4	15	20
otu1380	14	1	2	17	5	16	7	2	15	6
otu2386	1	6	1	9	11	17	9	7	7	14
otu1183	13	7	18	15	20	15	0	10	13	14
otu1530	20	14	4	3	9	3	19	14	4	2
otu1791	0	12	3	3	20	2	5	20	17	10
otu1373	8	16	15	4	3	18	20	20	1	9
otu2523	19	13	3	10	14	11	0	9	10	8
otu2167	1	5	12	8	2	8	15	14	15	13
otu1535	4	15	11	5	4	16	17	7	15	12
otu703	20	20	0	13	11	7	17	0	19	5
otu2829	17	7	3	14	14	19	18	11	17	15
otu1275	9	19	7	20	20	11	15	3	2	20
otu1119	7	17	1	15	10	7	11	13	17	3
otu2408	16	1	9	19	4	14	13	11	15	3
